word,sentence,answer,user_language,definition_fr,etymology,tense
assistant,L'_____ du professeur nous aide à comprendre les mathématiques difficiles.,assistant,assistant,Personne qui aide ou seconde quelqu'un dans son travail ou ses fonctions. C'est un collaborateur qui fournit un soutien ou une aide pratique.,"Du latin 'assistens', participe présent d'assistere (être debout auprès de, aider), composé de 'ad-' (vers) et 'sistere' (placer, tenir debout).",présent
associer,Les deux entreprises _____ leurs efforts pour réussir ce projet commun.,vont associer,associer,"Réunir ou combiner plusieurs éléments, personnes ou forces pour un but commun. Mettre ensemble pour former une unité ou une collaboration.","Du latin associare, composé de ad- (vers) et socius (compagnon, allié).",futur proche
assurance,Ma mère a souscrit une _____ automobile pour sa nouvelle voiture.,assurance,assurance,Contrat par lequel une personne ou une entreprise s'engage à indemniser une autre en cas de sinistre ou de dommage. C'est une protection financière contre les risques.,"Du latin « assecurare » (assurer), composé de « ad- » (à) et « securare » (rendre sûr), dérivé de « securus » (sûr, sans souci).",passé composé
assurer,L'entreprise _____ que tous les clients reçoivent leurs commandes à temps.,va assurer,assurer,Garantir ou affirmer avec certitude qu'une chose se fera ou est vraie. S'engager à faire en sorte que quelque chose soit certain.,"Du latin « assecurare », composé de « ad- » (vers) et « securare » (rendre sûr), dérivé de « securus » (sans souci, sûr).",futur proche
attaque,L'_____ a commencé à l'aube pendant la bataille.,attaque,attaque,Action d'agresser quelqu'un ou quelque chose avec intention de causer du mal ou de prendre possession. C'est une action militaire ou violente dirigée contre un adversaire.,"Du latin « attaccare », signifiant « fixer à » ou « mettre en contact avec ». Le mot est passé par l'italien « attaccare » avant d'être adopté en français.",passé composé
attaquer,Les pirates _____ le navire marchand demain matin.,vont attaquer,attaquer,Engager un combat contre quelqu'un ou quelque chose avec intention d'infliger du mal ou de prendre d'assaut. C'est faire une agression physique ou verbale contre une personne ou un objet.,"Du moyen français atacquer, emprunté à l'ancien italien attaccare (attacher, engager le combat). L'italien vient d'une racine germanique (francique) *stakōn (poteau, pieu), littéralement « attacher à un pieu ».",futur proche
atteindre,Les athlètes _____ le sommet de la montagne après plusieurs heures de marche.,ont atteint,atteindre,"Arriver à un endroit, une destination ou un objectif après un effort ou un trajet. Parvenir à accomplir quelque chose.","Du latin attingere, composé de ad- (à) et tangere (toucher).",passé composé
attendre,Elle _____ son ami à la gare depuis une heure.,attend,attendre,Rester dans un lieu en espérant l'arrivée de quelqu'un ou quelque chose. C'est un verbe qui exprime l'action de patienter.,"Latin attendere (ad- + tendere), composé de ad (vers) et tendere (tendre, diriger).",présent
attente,"Après avoir attendu une heure, elle va finir son _____.",attente,attente,L'action d'attendre quelqu'un ou quelque chose ; le temps pendant lequel on attend. C'est aussi l'état de celui qui espère ou qui attend un événement.,"Du latin « attendere » (ad- + tendere, « tendre vers »), signifiant « faire attention à » ou « attendre ».",futur proche
attention,Les enfants vont faire _____ en traversant la rue.,attention,attention,État de vigilance et de concentration dirigée vers quelque chose. Soin particulier apporté à une action ou à une personne.,"Du latin attendere (« tendre vers »), composé de ad- (« vers ») et tendere (« tendre »).",futur proche
attirer,Les nouvelles couleurs de ce produit _____ beaucoup de clients.,vont attirer,attirer,Faire venir quelqu'un ou quelque chose vers soi par une force physique ou morale. Susciter l'intérêt ou la curiosité de quelqu'un.,Du latin attirare (ad- « vers » + tirare « tirer »),futur proche
attitude,Son _____ envers ses collègues était très négative.,attitude,attitude,"Manière de se tenir, de se comporter ou de penser face à quelque chose ou quelqu'un. C'est l'expression physique et morale de la disposition d'une personne.","Du latin « aptitudo » signifiant « disposition, aptitude », dérivé de « aptus » (« apte, convenable »).",imparfait
attrape,Ma fille _____ toujours les papillons dans le jardin avec son filet.,attrape,attrape,"Attrape signifie saisir ou capturer quelque chose ou quelqu'un, généralement rapidement. C'est l'action de prendre quelque chose qui bouge ou qui essaie d'échapper.","Du latin *ad* (à) + *trappa* (trappe, piège), formé par le verbe latin *trapare* signifiant « attraper ».",présent
attraper,Les enfants _____ le ballon dans la cour de récréation.,attrapent,attraper,Saisir quelque chose ou quelqu'un rapidement avec la main. C'est aussi prendre quelqu'un qui essaie de s'échapper.,"Du préfixe à- (ad-) et du verbe trapper (frapper), lui-même d'origine germanique.",présent
au-delà,Les ambitions de cette entreprise _____ les frontières nationales.,vont au-delà,au-delà,"Au-delà est une locution prépositive qui signifie « de l'autre côté de » ou « plus loin que ». Elle indique un dépassement spatial, temporel ou figuré d'une limite.","Composé de « au » (contraction de « à le ») et de « delà » (du latin « de illac », signifiant « de là-bas »).",futur proche
au-dessus,L'avion vole _____ les nuages.,au-dessus,au-dessus,"Au-dessus signifie à une position plus haute que quelque chose d'autre, dans l'espace vertical. C'est une préposition qui indique la localisation supérieure d'un objet par rapport à un autre.","Du latin de supra, composé de de (de) et supra (dessus, au-dessus).",présent
aucun,Je n'ai _____ raison dans cette discussion avec mes amis.,aucune,aucun,Aucun est un adjectif ou un pronom négatif qui signifie « pas un seul » ou « zéro ». Il s'utilise pour exprimer une négation totale.,"Du latin « aliquum unum » (« quelque un »), qui s'est transformé en ancien français « aucun » avec un sens de négation.",présent
audience,Le président va donner une _____ importante devant les journalistes demain.,audience,audience,"Une audience est une entrevue officielle accordée par une personne de haut rang, ou une séance publique devant un tribunal où des personnes peuvent être entendues.","Du latin « audientia », dérivé de « audire » (entendre).",futur proche
aujourd'hui,Je dois finir mes devoirs _____.,aujourd'hui,aujourd'hui,"Le jour présent, le jour actuel dans lequel on se trouve. C'est l'adverbe de temps qui désigne le jour courant.","Du latin « ad » (à) + « hoc die » (ce jour), contracté en « au jour d'hui ».",présent
auparavant,"Elle a étudié le français _____, avant de partir vivre en Italie.",auparavant,auparavant,"Adverbe signifiant « avant, antérieurement ». Il indique qu'une action s'est produite à un moment antérieur à celui dont on parle.","Du latin « ab ante » (de avant), contraction de « au par avant ».",passé composé
auprès,Ma grand-mère est très respectée _____ de tous ses voisins.,auprès,auprès,"Auprès signifie « à proximité de » ou « en compagnie de », et peut aussi exprimer « dans l'estime de » ou « aux yeux de ». C'est une préposition qui indique la proximité physique, temporelle ou relationnelle.","Du latin « apud prope » (près de, à côté de), combinaison de « apud » (chez, auprès) et « prope » (près).",présent
avoir,Elle _____ une réunion importante avec son patron demain.,va avoir,avoir,Verbe avoir à la troisième personne du singulier au futur simple. Indique la possession ou l'existence de quelque chose dans le futur.,"Du latin habere, signifiant 'tenir, posséder'.",futur proche
aurai,"Demain, je _____ beaucoup de travail à faire pour terminer ce projet.",aurai,aurai,"Forme du futur simple du verbe avoir, première personne du singulier. Exprime une action ou un état qui aura lieu dans l'avenir.","Du latin habere (posséder, tenir), avec évolution phonétique à travers le latin vulgaire et l'ancien français.",futur proche
autant,Elle a _____ de patience que son frère pour attendre les résultats.,autant,autant,"Adverbe de quantité exprimant l'égalité : la même quantité, le même degré. Elle s'utilise souvent dans les comparaisons avec « que ».","Du latin « ad tantum » (à tant, autant), composé de « ad » (à) et « tantum » (tant).",présent
autour,Les enfants courent _____ de l'arbre dans le parc.,autour,autour,Autour est une préposition qui indique la position circulaire ou la proximité d'une chose. Elle signifie « de tous les côtés de » ou « à proximité de ».,"Du latin « altōrum », génitif pluriel de « altus » (haut, élevé), avec l'évolution phonétique du latin tardif.",présent
autrement,"Il faut faire _____, cette méthode ne marche pas.",autrement,autrement,"D'une manière différente, d'une autre façon. Adverbe qui indique une alternative ou une différence dans la manière d'agir ou de penser.","Du latin « alternus » (autre, alternant) avec le suffixe adverbial « -ment ».",présent
avance,Il a une _____ d'une heure sur les autres coureurs.,avance,avance,"Présenter ou proposer quelque chose pour la première fois, soumettre une idée ou une hypothèse. Faire progresser ou mettre en avant une proposition.","Du latin 'abante' (devant), formé de 'ab' (de, loin de) et 'ante' (avant). Le verbe signifiait originalement 'aller en avant'.",présent
avancer,Les travaux de construction _____ rapidement grâce aux nouveaux équipements.,avancent,avancer,"Faire des progrès, progresser vers l'avant ou vers un objectif. Se dit aussi d'un mouvement physique dans une direction donnée.","Du latin *abante (ab- « loin de » + ante « devant »), signifiant « aller en avant ».",présent
avantage,Le joueur a gagné un _____ important en marquant ce but.,avantage,avantage,Un bénéfice ou une supériorité qu'on possède sur quelqu'un d'autre. C'est une situation favorable qui permet d'être avantagé dans une compétition ou une négociation.,"Du latin « ab » (à partir de) et « ante » (avant), formant « abante » qui signifiait « avant, en avant ».",passé composé
avenir,Mon fils pense souvent à son _____ et rêve de devenir ingénieur.,avenir,avenir,"Le temps à venir, ce qui se passera après le présent. C'est la période future que nous attendons ou que nous anticipons.","Du latin « ad venire » (venir à, arriver), formé de « ad » (à) et « venire » (venir).",présent
aventure,Les enfants vont partir en _____ l'été prochain pour découvrir de nouvelles terres.,aventure,aventure,"Une _____ est une entreprise ou une expérience comportant des risques, des difficultés ou de l'imprévu. C'est une situation excitante et souvent dangereuse qu'on vit ou qu'on cherche à vivre.","Du latin « adventura », dérivé du verbe « advenire » (advenir, survenir), formé de « ad- » (à) et « venire » (venir).",futur proche
